Chemical use
Reporting Year,Facility ID,Facility Name,Industry,Chemical ID,Chemical Name,CAS No,Processed,Manufactured,Other Use,Released to Air,Released to Land,Released to Surface Water,Released to Disposal,Released to Recycling
"2013","23377","Success Dry Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","23","Nitrogen Oxides (NOx)","11104-93-1","","13","","13","","","",""
"2013","23377","Success Dry Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","100","30","","","",""
"2013","23377","Success Dry Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","25","Volatile Organic Compounds (VOCs) Total","","","19","","1","","","",""
"2013","15304","Suedemaster Leather Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","2389","805","","","",""
"2013","23016","Summit Collision Carstar","Automotive Glass Replacement Shops","24","Particulate Matter 2.5 (PM2.5)","","","375","","375","","","",""
"2013","23016","Summit Collision Carstar","Automotive Glass Replacement Shops","25","Volatile Organic Compounds (VOCs) Total","","","","232","160","","","",""
"2013","23313","Summit Collision Carstar 1999 Ltd","Automotive Body, Paint & Interior R&M","24","Particulate Matter 2.5 (PM2.5)","","","1251","","1251","","","",""
"2013","23313","Summit Collision Carstar 1999 Ltd","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","415","273","","","",""
"2013","509","Summit Retail Solutions","Showcase, Partition, Shelving & Locker Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","0","5609","3366","","","",""
"2013","21997","Sun Laundromat","Coin-Operated Laundries & Dry Cleaners","23","Nitrogen Oxides (NOx)","11104-93-1","","1","","1","","","",""
"2013","24343","Sun Polishing And Plating Co Ltd","Coating, Engraving & Heat Treating Activities","8","Chromium, Hexavalent and its compounds","","128","","","0","","","",""
"2013","24343","Sun Polishing And Plating Co Ltd","Coating, Engraving & Heat Treating Activities","15","Lead and its compounds","","","","70","","","","",""
"2013","24343","Sun Polishing And Plating Co Ltd","Coating, Engraving & Heat Treating Activities","18","Nickel and its compounds","","2922","","","","","","",""
"2013","24343","Sun Polishing And Plating Co Ltd","Coating, Engraving & Heat Treating Activities","24","Particulate Matter 2.5 (PM2.5)","","","91","","91","","","",""
"2013","24343","Sun Polishing And Plating Co Ltd","Coating, Engraving & Heat Treating Activities","20","Trichloroethylene","079-01-6","","","285","285","","","",""
"2013","24343","Sun Polishing And Plating Co Ltd","Coating, Engraving & Heat Treating Activities","25","Volatile Organic Compounds (VOCs) Total","","1600","12","285","1897","","","",""
"2013","22743","Sunny Dry Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","518","244","","","",""
"2013","24246","Sunnybrook Health Sciences Centre","General (exc. Paediatric) Hospitals","14","Formaldehyde","50-00-0","2857","0","0","0","0","0","",""
"2013","24246","Sunnybrook Health Sciences Centre","General (exc. Paediatric) Hospitals","25","Volatile Organic Compounds (VOCs) Total","","17711","0","0","9291","0","0","",""
"2013","25349","Sunrise Exhaust Ltd","All Other Miscellaneous Mfg.","16","Manganese and its compounds","","13","","","","","","",""
"2013","23400","Sunrise Soya Foods","All Other Food Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","1103","","1103","","","",""
"2013","23400","Sunrise Soya Foods","All Other Food Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","53","","53","","","",""
"2013","449","Sunville Printco Inc","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","84","0","99","183","","","",""
"2013","23356","Super Carstar Collision","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","383","181","","","",""
"2013","23812","Superfinish CoLtd","Coating, Engraving & Heat Treating Activities","9","Chromium, Non-Hexavalent and its compounds","","247","0","0","0","0","0","0","0"
"2013","23812","Superfinish CoLtd","Coating, Engraving & Heat Treating Activities","18","Nickel and its compounds","","462","0","0","1","0","0","0","0"
"2013","23812","Superfinish CoLtd","Coating, Engraving & Heat Treating Activities","23","Nitrogen Oxides (NOx)","11104-93-1","0","210","0","210","0","0","0","0"
"2013","23812","Superfinish CoLtd","Coating, Engraving & Heat Treating Activities","24","Particulate Matter 2.5 (PM2.5)","","0","32","0","32","0","0","0","0"
"2013","23213","Superior Auto Centre Ltd","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","314","228","","","",""
"2013","24234","Superior Pressing Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","25","Volatile Organic Compounds (VOCs) Total","","","4","332","101","","","",""
"2013","24890","Supreme Food Equipment Co Ltd","All Other Miscellaneous Mfg.","18","Nickel and its compounds","","100","","","50","","","",""
"2013","23389","Supreme Tooling Group","Rubber & Plastics Industry Machinery Mfg.","9","Chromium, Non-Hexavalent and its compounds","","186","","","","","","",""
"2013","23389","Supreme Tooling Group","Rubber & Plastics Industry Machinery Mfg.","15","Lead and its compounds","","718","","","","","","",""
"2013","23389","Supreme Tooling Group","Rubber & Plastics Industry Machinery Mfg.","16","Manganese and its compounds","","821","","","","","","",""
"2013","23389","Supreme Tooling Group","Rubber & Plastics Industry Machinery Mfg.","18","Nickel and its compounds","","426","","","","","","",""
"2013","24601","Svend Nielsen Ltd","Other Millwork","24","Particulate Matter 2.5 (PM2.5)","","","212","","212","","","",""
"2013","24066","Swan Printing Lithograph Ltd","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","932","0","1426","806","","","",""
"2013","22895","Swiss Print International","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","850","0","969","1819","","","",""
"2013","549","T & L Plastic Industries Ltd","Plastics Bag Manufacturing","25","Volatile Organic Compounds (VOCs) Total","","3024","4","0","3028","","","",""
"2013","24158","TAB Products Co","Stationery Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","4340","0","115","4455","0","0","0","0"
"2013","24757","TECTROL INC","All Other Electrical Equip. & Component Mfg.","15","Lead and its compounds","","370","","","1","","","",""
"2013","507","TI Group","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","0","0","15884","13154","0","0","0","0"
"2013","24237","TS Tech Trimont Mfg Inc","Motor Vehicle Seating and Interior Trim Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","300","","300","","","",""
"2013","24237","TS Tech Trimont Mfg Inc","Motor Vehicle Seating and Interior Trim Mfg.","20","Trichloroethylene","079-01-6","","","402","402","","","",""
"2013","24237","TS Tech Trimont Mfg Inc","Motor Vehicle Seating and Interior Trim Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","219","19095","19314","","","",""
"2013","501","Talmolder Inc.","Urethane & Miscellaneous Foam Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","24366","","","24366","","","",""
"2013","25032","Tayco Panelink Ltd","Office Furniture (except Wood) Mfg.","13","Dichloromethane (Methylene chloride)","75-09-2","","","582","582","","","",""
"2013","25032","Tayco Panelink Ltd","Office Furniture (except Wood) Mfg.","16","Manganese and its compounds","","35","","","1","","","",""
"2013","25032","Tayco Panelink Ltd","Office Furniture (except Wood) Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","612","","612","","","",""
"2013","25032","Tayco Panelink Ltd","Office Furniture (except Wood) Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","50","5690","5740","","","",""
"2013","601","Teknion Limited","Office Furniture (except Wood) Mfg.","9","Chromium, Non-Hexavalent and its compounds","","3439","","","0","","","",""
"2013","599","Teknion Limited","Office Furniture (except Wood) Mfg.","14","Formaldehyde","50-00-0","122","0","","120","","","",""
"2013","601","Teknion Limited","Office Furniture (except Wood) Mfg.","16","Manganese and its compounds","","13695","","","1","","","",""
"2013","599","Teknion Limited","Office Furniture (except Wood) Mfg.","16","Manganese and its compounds","","560","","","3","","","",""
"2013","601","Teknion Limited","Office Furniture (except Wood) Mfg.","18","Nickel and its compounds","","4577","","","0","","","",""
"2013","599","Teknion Limited","Office Furniture (except Wood) Mfg.","18","Nickel and its compounds","","364","","","0","","","",""
"2013","601","Teknion Limited","Office Furniture (except Wood) Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","456","","456","","","",""
"2013","599","Teknion Limited","Office Furniture (except Wood) Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","469","","469","","","",""
"2013","599","Teknion Limited","Office Furniture (except Wood) Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","153","","153","","","",""
"2013","601","Teknion Limited","Office Furniture (except Wood) Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","60","","60","","","",""
"2013","600","Teknion Limited","Office Furniture (except Wood) Mfg.","25","Volatile Organic Compounds (VOCs) Total","","5914","","","5914","","","",""
"2013","601","Teknion Limited","Office Furniture (except Wood) Mfg.","25","Volatile Organic Compounds (VOCs) Total","","293","25","","318","","","",""
"2013","599","Teknion Limited","Office Furniture (except Wood) Mfg.","25","Volatile Organic Compounds (VOCs) Total","","854","26","","829","","","",""
"2013","22269","Tekwood","Particle Board & Fibreboard Mills","23","Nitrogen Oxides (NOx)","11104-93-1","0","141","0","141","0","0","0","0"
"2013","22269","Tekwood","Particle Board & Fibreboard Mills","24","Particulate Matter 2.5 (PM2.5)","","0","3","0","3","0","0","0","0"
"2013","22269","Tekwood","Particle Board & Fibreboard Mills","25","Volatile Organic Compounds (VOCs) Total","","260","7","0","267","0","0","0","0"
"2013","608","Tekwood a Division of Teknion Canada Ltd","Wood Office Furniture Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","448","0","448","0","0","0","0"
"2013","608","Tekwood a Division of Teknion Canada Ltd","Wood Office Furniture Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","1221","0","1221","0","0","0","0"
"2013","608","Tekwood a Division of Teknion Canada Ltd","Wood Office Furniture Mfg.","25","Volatile Organic Compounds (VOCs) Total","","7902","25","0","7927","0","0","0","0"
"2013","602","Tempo Aerospace Inc","Paint & Coating Mfg.","8","Chromium, Hexavalent and its compounds","","","","673","","","","",""
"2013","602","Tempo Aerospace Inc","Paint & Coating Mfg.","15","Lead and its compounds","","","","225","","","","",""
"2013","602","Tempo Aerospace Inc","Paint & Coating Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","","102931","1544","","","",""
"2013","24057","Teskey Concrete Company Corp","Ready-Mix Concrete Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","604","","604","","","",""
"2013","24057","Teskey Concrete Company Corp","Ready-Mix Concrete Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","68","","68","","","",""
"2013","24218","Teva Canada Ltd","Packaging & Labelling Services","7","Chloroform (Trichloromethane)","67-66-3","124","","","62","","","",""
"2013","24218","Teva Canada Ltd","Packaging & Labelling Services","23","Nitrogen Oxides (NOx)","11104-93-1","","392","","392","","","",""
"2013","24218","Teva Canada Ltd","Packaging & Labelling Services","25","Volatile Organic Compounds (VOCs) Total","","3331","22","1669","5021","","","",""
"2013","23255","The Arthur Press Ltd.","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","167","0","1216","1253","0","0","0","0"
"2013","25041","The Hospital For Sick Children","General (exc. Paediatric) Hospitals","23","Nitrogen Oxides (NOx)","11104-93-1","","627","","627","","","",""
"2013","25041","The Hospital For Sick Children","General (exc. Paediatric) Hospitals","24","Particulate Matter 2.5 (PM2.5)","","","44","","44","","","",""
"2013","177","The Incredible Printing Company","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","4712","","","4235","","","",""
"2013","466","The International Group Inc","Other Petroleum & Coal Products Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","30000","","30000","","","",""
"2013","466","The International Group Inc","Other Petroleum & Coal Products Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","190","","190","","","",""
"2013","466","The International Group Inc","Other Petroleum & Coal Products Mfg.","25","Volatile Organic Compounds (VOCs) Total","","78866","1700","","80566","","","",""
"2013","379","The Interprovincial Group","Digital Printing","25","Volatile Organic Compounds (VOCs) Total","","884","0","0","689","0","0","0","0"
"2013","249","The Printing House Limited Branch 013","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","","","254","216","","","",""
"2013","247","The Printing House Limited Branch 055","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","","","404","366","","","",""
"2013","246","The Printing House Limited Branch 057","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","","","172","142","","","",""
"2013","22916","The Stonemill Bakehouse Ltd","Commercial Bakeries & Frozen Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","309","","309","","","",""
"2013","22916","The Stonemill Bakehouse Ltd","Commercial Bakeries & Frozen Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","12","","12","","","",""
"2013","22916","The Stonemill Bakehouse Ltd","Commercial Bakeries & Frozen Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","12036","","12036","","","",""
"2013","24386","The University Of Toronto Earth Sciences Building","Universities","25","Volatile Organic Compounds (VOCs) Total","","","","1453","1163","","","",""
"2013","24387","The University Of Toronto Medical Sciences Building","Universities","7","Chloroform (Trichloromethane)","67-66-3","","","109","22","","","",""
"2013","24387","The University Of Toronto Medical Sciences Building","Universities","14","Formaldehyde","50-00-0","","","308","28","","","",""
"2013","24387","The University Of Toronto Medical Sciences Building","Universities","25","Volatile Organic Compounds (VOCs) Total","","","","6831","5268","","","",""
"2013","23456","The Vinyl Company Inc","All Other Plastic Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","217","","217","","","",""
"2013","173","Thistle Printing","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","9899","","","4591","","","",""
"2013","24360","Thomas And Betts Ontario Ltd","All Other Electrical Equip. & Component Mfg.","15","Lead and its compounds","","311","","","0","","","",""
"2013","24360","Thomas And Betts Ontario Ltd","All Other Electrical Equip. & Component Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","7","622","629","","","",""
"2013","24362","Thorweld Industries Inc","Material Handling Equipment Mfg.","16","Manganese and its compounds","","809","","","0","","","",""
"2013","24362","Thorweld Industries Inc","Material Handling Equipment Mfg.","25","Volatile Organic Compounds (VOCs) Total","","231","","","231","","","",""
